Start_date,Start_station_number
2016-07-15 09:05:00 UTC,31001
2016-07-18 08:04:00 UTC,31001
2016-07-18 08:15:00 UTC,31001
2016-07-18 08:16:00 UTC,31001
2016-07-18 08:16:00 UTC,31001
2016-07-18 08:28:00 UTC,31001
2016-07-18 08:45:00 UTC,31001
2016-07-18 09:08:00 UTC,31001
2016-07-19 08:12:00 UTC,31001
2016-07-19 08:18:00 UTC,31001
2016-07-19 08:30:00 UTC,31001
2016-07-19 08:46:00 UTC,31001
2016-07-19 09:07:00 UTC,31001
2016-07-20 08:16:00 UTC,31001
2016-07-20 08:17:00 UTC,31001
2016-07-20 08:28:00 UTC,31001
2016-07-20 08:57:00 UTC,31001
2016-07-20 08:59:00 UTC,31001
2016-07-20 09:05:00 UTC,31001
2016-07-21 08:12:00 UTC,31001
2016-07-21 08:34:00 UTC,31001
2016-07-21 08:47:00 UTC,31001
2016-07-21 08:53:00 UTC,31001
2016-07-25 08:29:00 UTC,31001
2016-07-25 08:32:00 UTC,31001
2016-07-25 08:56:00 UTC,31001
2016-07-26 09:05:00 UTC,31001
2016-07-27 08:37:00 UTC,31001
2016-07-27 08:48:00 UTC,31001
2016-07-28 09:07:00 UTC,31001
2016-07-29 09:14:00 UTC,31001
2016-08-02 07:42:00 UTC,31001
2016-08-03 09:18:00 UTC,31001
2016-08-08 08:10:00 UTC,31001
2016-08-08 09:00:00 UTC,31001
2016-08-09 08:15:00 UTC,31001
2016-08-09 09:28:00 UTC,31001
2016-08-10 08:31:00 UTC,31001
2016-08-10 09:27:00 UTC,31001
2016-08-11 08:13:00 UTC,31001
2016-08-12 07:45:00 UTC,31001
2016-08-12 08:35:00 UTC,31001
2016-08-12 09:05:00 UTC,31001
2016-08-15 08:30:00 UTC,31001
2016-08-16 08:41:00 UTC,31001
2016-08-17 08:26:00 UTC,31001
2016-08-18 09:07:00 UTC,31001
2016-08-24 08:39:00 UTC,31001
2016-08-29 08:41:00 UTC,31001
2016-08-30 08:36:00 UTC,31001
2016-08-30 08:46:00 UTC,31001
2016-08-31 08:59:00 UTC,31001
2016-07-01 07:57:00 UTC,31002
2016-07-01 08:44:00 UTC,31002
2016-07-01 08:52:00 UTC,31002
2016-07-04 08:32:00 UTC,31002
2016-07-05 09:05:00 UTC,31002
2016-07-06 07:40:00 UTC,31002
2016-07-06 09:05:00 UTC,31002
2016-07-06 09:06:00 UTC,31002
2016-07-06 09:11:00 UTC,31002
2016-07-07 07:43:00 UTC,31002
2016-07-07 08:27:00 UTC,31002
2016-07-07 08:51:00 UTC,31002
2016-07-07 09:23:00 UTC,31002
2016-07-07 09:29:00 UTC,31002
2016-07-08 08:26:00 UTC,31002
2016-07-08 08:34:00 UTC,31002
2016-07-08 08:34:00 UTC,31002
2016-07-08 08:45:00 UTC,31002
2016-07-08 09:20:00 UTC,31002
2016-07-11 08:09:00 UTC,31002
2016-07-11 08:25:00 UTC,31002
2016-07-11 08:35:00 UTC,31002
2016-07-11 08:39:00 UTC,31002
2016-07-11 09:11:00 UTC,31002
2016-07-12 07:52:00 UTC,31002
2016-07-12 08:33:00 UTC,31002
2016-07-12 08:38:00 UTC,31002
2016-07-12 08:50:00 UTC,31002
2016-07-12 08:58:00 UTC,31002
2016-07-13 07:39:00 UTC,31002
2016-07-13 08:02:00 UTC,31002
2016-07-13 08:27:00 UTC,31002
2016-07-13 08:41:00 UTC,31002
2016-07-14 07:42:00 UTC,31002
2016-07-14 08:53:00 UTC,31002
2016-07-14 09:02:00 UTC,31002
2016-07-14 09:14:00 UTC,31002
2016-07-15 08:34:00 UTC,31002
2016-07-15 08:52:00 UTC,31002
2016-07-15 08:54:00 UTC,31002
2016-07-18 08:18:00 UTC,31002
2016-07-18 08:50:00 UTC,31002
2016-07-18 08:55:00 UTC,31002
2016-07-18 09:24:00 UTC,31002
2016-07-19 07:37:00 UTC,31002
2016-07-19 08:49:00 UTC,31002
2016-07-20 08:25:00 UTC,31002
2016-07-20 08:47:00 UTC,31002
2016-07-20 09:29:00 UTC,31002
2016-07-21 08:05:00 UTC,31002
2016-07-21 08:53:00 UTC,31002
2016-07-21 09:20:00 UTC,31002
2016-07-22 08:53:00 UTC,31002
2016-07-25 08:52:00 UTC,31002
2016-07-25 09:23:00 UTC,31002
2016-07-26 07:34:00 UTC,31002
2016-07-26 08:48:00 UTC,31002
2016-07-26 08:54:00 UTC,31002
2016-07-26 09:27:00 UTC,31002
2016-07-27 07:33:00 UTC,31002
2016-07-27 08:21:00 UTC,31002
2016-07-27 08:54:00 UTC,31002
2016-07-27 09:16:00 UTC,31002
2016-07-28 07:35:00 UTC,31002
2016-07-28 08:11:00 UTC,31002
2016-07-28 08:46:00 UTC,31002
2016-07-28 08:56:00 UTC,31002
2016-07-28 09:28:00 UTC,31002
2016-07-29 07:33:00 UTC,31002
2016-07-29 08:52:00 UTC,31002
2016-07-29 08:55:00 UTC,31002
2016-08-01 08:02:00 UTC,31002
2016-08-01 08:03:00 UTC,31002
2016-08-01 08:03:00 UTC,31002
2016-08-01 08:09:00 UTC,31002
2016-08-01 08:27:00 UTC,31002
2016-08-02 07:34:00 UTC,31002
2016-08-02 08:17:00 UTC,31002
2016-08-02 08:53:00 UTC,31002
2016-08-02 08:54:00 UTC,31002
2016-08-03 07:41:00 UTC,31002
2016-08-03 07:56:00 UTC,31002
2016-08-03 08:53:00 UTC,31002
2016-08-03 08:56:00 UTC,31002
2016-08-04 08:53:00 UTC,31002
2016-08-05 08:37:00 UTC,31002
2016-08-05 08:50:00 UTC,31002
2016-08-05 08:51:00 UTC,31002
2016-08-05 08:53:00 UTC,31002
2016-08-08 07:36:00 UTC,31002
2016-08-08 08:53:00 UTC,31002
2016-08-09 07:31:00 UTC,31002
2016-08-09 08:54:00 UTC,31002
2016-08-10 07:33:00 UTC,31002
2016-08-10 08:08:00 UTC,31002
2016-08-10 08:53:00 UTC,31002
2016-08-11 07:33:00 UTC,31002
2016-08-11 08:53:00 UTC,31002
2016-08-12 07:35:00 UTC,31002
2016-08-12 07:42:00 UTC,31002
2016-08-15 07:35:00 UTC,31002
2016-08-15 08:21:00 UTC,31002
2016-08-15 08:25:00 UTC,31002
2016-08-16 07:41:00 UTC,31002
2016-08-16 08:59:00 UTC,31002
2016-08-17 07:32:00 UTC,31002
2016-08-17 07:33:00 UTC,31002
2016-08-17 07:43:00 UTC,31002
2016-08-17 08:33:00 UTC,31002
2016-08-17 08:49:00 UTC,31002
2016-08-17 08:57:00 UTC,31002
2016-08-18 07:32:00 UTC,31002
2016-08-18 07:32:00 UTC,31002
2016-08-18 07:33:00 UTC,31002
2016-08-18 08:48:00 UTC,31002
2016-08-22 07:33:00 UTC,31002
2016-08-22 08:48:00 UTC,31002
2016-08-23 07:37:00 UTC,31002
2016-08-23 07:45:00 UTC,31002
2016-08-23 08:36:00 UTC,31002
2016-08-24 07:35:00 UTC,31002
2016-08-24 07:40:00 UTC,31002
2016-08-24 08:52:00 UTC,31002
2016-08-25 07:31:00 UTC,31002
2016-08-25 08:14:00 UTC,31002
2016-08-25 08:16:00 UTC,31002
2016-08-25 08:28:00 UTC,31002
2016-08-26 07:59:00 UTC,31002
2016-08-29 08:38:00 UTC,31002
2016-08-29 09:02:00 UTC,31002
2016-08-30 07:34:00 UTC,31002
2016-08-30 08:57:00 UTC,31002
2016-08-30 09:03:00 UTC,31002
2016-08-31 08:48:00 UTC,31002
2016-08-31 08:54:00 UTC,31002
2016-07-01 08:15:00 UTC,31003
2016-07-04 07:40:00 UTC,31003
2016-07-05 07:31:00 UTC,31003
2016-07-06 08:24:00 UTC,31003
2016-07-07 07:34:00 UTC,31003
2016-07-07 08:25:00 UTC,31003
2016-07-08 07:56:00 UTC,31003
2016-07-08 08:16:00 UTC,31003
2016-07-08 08:24:00 UTC,31003
2016-07-08 08:37:00 UTC,31003
2016-07-11 07:51:00 UTC,31003
2016-07-11 08:06:00 UTC,31003
2016-07-11 08:27:00 UTC,31003
2016-07-12 07:42:00 UTC,31003
2016-07-12 07:45:00 UTC,31003
2016-07-12 08:20:00 UTC,31003
2016-07-12 08:42:00 UTC,31003
2016-07-12 08:54:00 UTC,31003
2016-07-12 08:59:00 UTC,31003
2016-07-13 07:32:00 UTC,31003
2016-07-13 07:54:00 UTC,31003
2016-07-13 08:18:00 UTC,31003
2016-07-14 07:49:00 UTC,31003
2016-07-14 08:08:00 UTC,31003
2016-07-15 07:32:00 UTC,31003
2016-07-15 07:43:00 UTC,31003
2016-07-15 07:50:00 UTC,31003
2016-07-15 09:10:00 UTC,31003
2016-07-15 09:26:00 UTC,31003
2016-07-18 07:30:00 UTC,31003
2016-07-18 08:06:00 UTC,31003
2016-07-18 08:19:00 UTC,31003
2016-07-19 08:18:00 UTC,31003
2016-07-21 09:18:00 UTC,31003
2016-07-22 09:05:00 UTC,31003
2016-07-25 07:40:00 UTC,31003
2016-07-25 07:54:00 UTC,31003
2016-07-25 07:55:00 UTC,31003
2016-07-25 08:07:00 UTC,31003
2016-07-26 07:55:00 UTC,31003
2016-07-26 09:03:00 UTC,31003
2016-07-26 09:29:00 UTC,31003
2016-07-28 09:15:00 UTC,31003
2016-07-28 09:16:00 UTC,31003
2016-07-29 08:13:00 UTC,31003
2016-08-01 08:19:00 UTC,31003
2016-08-01 09:24:00 UTC,31003
2016-08-02 07:45:00 UTC,31003
2016-08-02 08:20:00 UTC,31003
2016-08-02 09:02:00 UTC,31003
2016-08-03 08:23:00 UTC,31003
2016-08-03 08:23:00 UTC,31003
2016-08-03 08:23:00 UTC,31003
2016-08-03 09:15:00 UTC,31003
2016-08-04 08:17:00 UTC,31003
2016-08-04 08:28:00 UTC,31003
2016-08-04 08:56:00 UTC,31003
2016-08-05 07:45:00 UTC,31003
2016-08-05 08:50:00 UTC,31003
2016-08-05 08:51:00 UTC,31003
2016-08-08 08:33:00 UTC,31003
2016-08-09 07:45:00 UTC,31003
2016-08-09 08:55:00 UTC,31003
2016-08-09 08:56:00 UTC,31003
2016-08-09 09:16:00 UTC,31003
2016-08-09 09:16:00 UTC,31003
2016-08-10 07:58:00 UTC,31003
2016-08-11 08:20:00 UTC,31003
2016-08-11 08:37:00 UTC,31003
2016-08-11 09:00:00 UTC,31003
2016-08-15 08:17:00 UTC,31003
2016-08-16 08:16:00 UTC,31003
2016-08-16 08:48:00 UTC,31003
2016-08-17 09:20:00 UTC,31003
2016-08-18 08:40:00 UTC,31003
2016-08-19 09:26:00 UTC,31003
2016-08-24 07:44:00 UTC,31003
2016-08-24 07:56:00 UTC,31003
2016-08-24 07:56:00 UTC,31003
2016-08-24 09:03:00 UTC,31003
2016-08-25 08:02:00 UTC,31003
2016-08-30 08:48:00 UTC,31003
2016-07-01 07:48:00 UTC,31004
2016-07-01 07:59:00 UTC,31004
2016-07-01 08:35:00 UTC,31004
2016-07-01 09:28:00 UTC,31004
2016-07-05 07:47:00 UTC,31004
2016-07-05 08:03:00 UTC,31004
2016-07-05 08:11:00 UTC,31004
2016-07-05 08:25:00 UTC,31004
2016-07-05 08:33:00 UTC,31004
2016-07-06 07:35:00 UTC,31004
2016-07-06 07:54:00 UTC,31004
2016-07-06 08:24:00 UTC,31004
2016-07-06 08:51:00 UTC,31004
2016-07-06 09:00:00 UTC,31004
2016-07-07 07:37:00 UTC,31004
2016-07-07 08:05:00 UTC,31004
2016-07-07 09:07:00 UTC,31004
2016-07-07 09:29:00 UTC,31004
2016-07-08 07:48:00 UTC,31004
2016-07-08 07:49:00 UTC,31004
2016-07-08 08:37:00 UTC,31004
2016-07-08 09:23:00 UTC,31004
2016-07-11 07:51:00 UTC,31004
2016-07-11 07:54:00 UTC,31004
2016-07-11 08:30:00 UTC,31004
2016-07-12 07:37:00 UTC,31004
2016-07-12 07:47:00 UTC,31004
2016-07-12 09:08:00 UTC,31004
2016-07-13 07:48:00 UTC,31004
2016-07-13 08:01:00 UTC,31004
2016-07-13 08:04:00 UTC,31004
2016-07-14 07:39:00 UTC,31004
2016-07-14 07:41:00 UTC,31004
2016-07-14 07:42:00 UTC,31004
2016-07-14 08:07:00 UTC,31004
2016-07-14 09:16:00 UTC,31004
2016-07-14 09:19:00 UTC,31004
2016-07-15 07:47:00 UTC,31004
2016-07-15 08:12:00 UTC,31004
2016-07-15 08:39:00 UTC,31004
2016-07-15 08:49:00 UTC,31004
2016-07-18 07:31:00 UTC,31004
2016-07-18 07:38:00 UTC,31004
2016-07-18 07:46:00 UTC,31004
2016-07-20 07:38:00 UTC,31004
2016-07-20 07:38:00 UTC,31004
2016-07-20 07:45:00 UTC,31004
2016-07-21 07:32:00 UTC,31004
2016-07-21 07:49:00 UTC,31004
2016-07-21 08:08:00 UTC,31004
2016-07-21 08:13:00 UTC,31004
2016-07-22 08:13:00 UTC,31004
2016-07-22 08:13:00 UTC,31004
2016-07-22 08:45:00 UTC,31004
2016-07-22 09:07:00 UTC,31004
2016-07-22 09:12:00 UTC,31004
2016-07-25 07:48:00 UTC,31004
2016-07-25 08:24:00 UTC,31004
2016-07-26 07:34:00 UTC,31004
2016-07-26 08:25:00 UTC,31004
2016-07-27 07:49:00 UTC,31004
2016-07-27 08:01:00 UTC,31004
2016-07-27 08:23:00 UTC,31004
2016-07-28 07:31:00 UTC,31004
2016-07-28 07:53:00 UTC,31004
2016-07-28 08:32:00 UTC,31004
2016-07-28 08:38:00 UTC,31004
2016-07-29 07:41:00 UTC,31004
2016-07-29 07:42:00 UTC,31004
2016-07-29 09:04:00 UTC,31004
2016-08-01 07:33:00 UTC,31004
2016-08-01 07:44:00 UTC,31004
2016-08-01 08:39:00 UTC,31004
2016-08-02 07:32:00 UTC,31004
2016-08-02 07:43:00 UTC,31004
2016-08-02 08:10:00 UTC,31004
2016-08-02 08:30:00 UTC,31004
2016-08-03 07:34:00 UTC,31004
2016-08-03 07:57:00 UTC,31004
2016-08-03 07:59:00 UTC,31004
2016-08-03 08:01:00 UTC,31004
2016-08-04 07:40:00 UTC,31004
2016-08-04 07:46:00 UTC,31004
2016-08-04 07:48:00 UTC,31004
2016-08-04 08:18:00 UTC,31004
2016-08-04 08:48:00 UTC,31004
2016-08-05 07:31:00 UTC,31004
2016-08-05 07:48:00 UTC,31004
2016-08-05 07:50:00 UTC,31004
2016-08-05 09:08:00 UTC,31004
2016-08-08 07:43:00 UTC,31004
2016-08-08 07:47:00 UTC,31004
2016-08-08 08:16:00 UTC,31004
2016-08-09 07:32:00 UTC,31004
2016-08-09 07:44:00 UTC,31004
2016-08-09 07:48:00 UTC,31004
2016-08-09 08:57:00 UTC,31004
2016-08-10 08:30:00 UTC,31004
2016-08-10 08:42:00 UTC,31004
2016-08-11 07:42:00 UTC,31004
2016-08-11 08:32:00 UTC,31004
2016-08-12 07:37:00 UTC,31004
2016-08-12 07:42:00 UTC,31004
2016-08-12 07:43:00 UTC,31004
2016-08-12 08:27:00 UTC,31004
2016-08-12 08:59:00 UTC,31004
2016-08-12 09:23:00 UTC,31004
2016-08-15 07:47:00 UTC,31004
2016-08-15 08:13:00 UTC,31004
2016-08-15 08:42:00 UTC,31004
2016-08-16 07:37:00 UTC,31004
2016-08-17 07:33:00 UTC,31004
2016-08-17 07:38:00 UTC,31004
2016-08-17 08:21:00 UTC,31004
2016-08-17 08:58:00 UTC,31004
2016-08-18 07:39:00 UTC,31004
2016-08-18 09:01:00 UTC,31004
2016-08-19 07:39:00 UTC,31004
2016-08-19 08:28:00 UTC,31004
2016-08-19 08:53:00 UTC,31004
2016-08-22 07:39:00 UTC,31004
2016-08-22 08:05:00 UTC,31004
2016-08-22 08:21:00 UTC,31004
2016-08-22 08:39:00 UTC,31004
2016-08-23 08:53:00 UTC,31004
2016-08-24 08:45:00 UTC,31004
2016-08-25 07:36:00 UTC,31004
2016-08-25 07:36:00 UTC,31004
2016-08-26 07:31:00 UTC,31004
2016-08-26 08:36:00 UTC,31004
2016-08-26 09:27:00 UTC,31004
2016-08-29 08:01:00 UTC,31004
2016-08-29 08:03:00 UTC,31004
2016-08-29 08:30:00 UTC,31004
2016-08-29 09:14:00 UTC,31004
2016-08-30 07:53:00 UTC,31004
2016-08-30 08:00:00 UTC,31004
2016-08-30 08:25:00 UTC,31004
2016-08-30 08:51:00 UTC,31004
2016-08-31 07:58:00 UTC,31004
2016-08-31 08:46:00 UTC,31004
2016-07-01 07:51:00 UTC,31005
2016-07-01 07:58:00 UTC,31005
2016-07-01 08:25:00 UTC,31005
2016-07-01 09:12:00 UTC,31005
2016-07-05 08:24:00 UTC,31005
2016-07-05 08:30:00 UTC,31005
2016-07-06 07:56:00 UTC,31005
2016-07-06 08:02:00 UTC,31005
2016-07-06 08:09:00 UTC,31005
2016-07-06 08:21:00 UTC,31005
2016-07-06 08:31:00 UTC,31005
2016-07-07 08:31:00 UTC,31005
2016-07-07 09:27:00 UTC,31005
2016-07-08 07:48:00 UTC,31005
2016-07-08 08:18:00 UTC,31005
2016-07-08 08:18:00 UTC,31005
2016-07-08 08:35:00 UTC,31005
2016-07-08 09:28:00 UTC,31005
2016-07-11 07:36:00 UTC,31005
2016-07-11 07:59:00 UTC,31005
2016-07-11 08:06:00 UTC,31005
2016-07-11 08:30:00 UTC,31005
2016-07-11 09:01:00 UTC,31005
2016-07-12 07:35:00 UTC,31005
2016-07-12 07:48:00 UTC,31005
2016-07-12 07:49:00 UTC,31005
2016-07-12 07:56:00 UTC,31005
2016-07-12 07:57:00 UTC,31005
2016-07-12 07:57:00 UTC,31005
2016-07-12 08:05:00 UTC,31005
2016-07-12 08:09:00 UTC,31005
2016-07-12 08:13:00 UTC,31005
2016-07-12 08:16:00 UTC,31005
2016-07-12 08:36:00 UTC,31005
2016-07-12 08:36:00 UTC,31005
2016-07-12 08:38:00 UTC,31005
2016-07-12 08:42:00 UTC,31005
2016-07-12 08:44:00 UTC,31005
2016-07-12 08:44:00 UTC,31005
2016-07-12 08:49:00 UTC,31005
2016-07-12 09:02:00 UTC,31005
2016-07-12 09:04:00 UTC,31005
2016-07-12 09:05:00 UTC,31005
2016-07-12 09:05:00 UTC,31005
2016-07-12 09:16:00 UTC,31005
2016-07-12 09:24:00 UTC,31005
2016-07-13 07:43:00 UTC,31005
2016-07-13 07:54:00 UTC,31005
2016-07-13 07:59:00 UTC,31005
2016-07-13 07:59:00 UTC,31005
2016-07-13 08:00:00 UTC,31005
2016-07-13 08:27:00 UTC,31005
2016-07-13 08:30:00 UTC,31005
2016-07-13 08:33:00 UTC,31005
2016-07-13 08:36:00 UTC,31005
2016-07-13 08:40:00 UTC,31005
2016-07-13 08:41:00 UTC,31005
2016-07-13 08:42:00 UTC,31005
2016-07-13 08:56:00 UTC,31005
2016-07-13 08:58:00 UTC,31005
2016-07-13 09:05:00 UTC,31005
2016-07-14 07:55:00 UTC,31005
2016-07-14 07:59:00 UTC,31005
2016-07-14 08:00:00 UTC,31005
2016-07-14 08:02:00 UTC,31005
2016-07-14 08:14:00 UTC,31005
2016-07-14 08:16:00 UTC,31005
2016-07-14 08:18:00 UTC,31005
2016-07-14 08:24:00 UTC,31005
2016-07-14 08:27:00 UTC,31005
2016-07-14 08:28:00 UTC,31005
2016-07-14 08:32:00 UTC,31005
2016-07-14 08:32:00 UTC,31005
2016-07-14 08:32:00 UTC,31005
2016-07-14 08:33:00 UTC,31005
2016-07-14 08:46:00 UTC,31005
2016-07-14 08:46:00 UTC,31005
2016-07-14 08:48:00 UTC,31005
2016-07-14 08:56:00 UTC,31005
2016-07-14 08:58:00 UTC,31005
2016-07-14 09:19:00 UTC,31005
2016-07-14 09:19:00 UTC,31005
2016-07-14 09:20:00 UTC,31005
2016-07-14 09:20:00 UTC,31005
2016-07-14 09:29:00 UTC,31005
2016-07-15 07:42:00 UTC,31005
2016-07-15 08:09:00 UTC,31005
2016-07-15 08:10:00 UTC,31005
2016-07-15 08:11:00 UTC,31005
2016-07-15 08:12:00 UTC,31005
2016-07-15 08:18:00 UTC,31005
2016-07-15 08:19:00 UTC,31005
2016-07-15 08:23:00 UTC,31005
2016-07-15 08:30:00 UTC,31005
2016-07-15 08:42:00 UTC,31005
2016-07-15 08:42:00 UTC,31005
2016-07-15 09:05:00 UTC,31005
2016-07-15 09:12:00 UTC,31005
2016-07-18 07:30:00 UTC,31005
2016-07-18 07:45:00 UTC,31005
2016-07-18 07:54:00 UTC,31005
2016-07-18 07:57:00 UTC,31005
2016-07-18 08:08:00 UTC,31005
2016-07-18 08:13:00 UTC,31005
2016-07-18 08:15:00 UTC,31005
2016-07-18 08:16:00 UTC,31005
2016-07-18 08:19:00 UTC,31005
2016-07-18 08:26:00 UTC,31005
2016-07-18 08:26:00 UTC,31005
2016-07-18 08:30:00 UTC,31005
2016-07-18 08:45:00 UTC,31005
2016-07-18 08:48:00 UTC,31005
2016-07-18 09:01:00 UTC,31005
2016-07-18 09:01:00 UTC,31005
2016-07-18 09:03:00 UTC,31005
2016-07-18 09:03:00 UTC,31005
2016-07-18 09:04:00 UTC,31005
2016-07-18 09:05:00 UTC,31005
2016-07-18 09:06:00 UTC,31005
2016-07-18 09:09:00 UTC,31005
2016-07-18 09:17:00 UTC,31005
2016-07-18 09:18:00 UTC,31005
2016-07-18 09:20:00 UTC,31005
2016-07-18 09:25:00 UTC,31005
2016-07-19 08:07:00 UTC,31005
2016-07-19 08:17:00 UTC,31005
2016-07-19 08:26:00 UTC,31005
2016-07-19 08:45:00 UTC,31005
2016-07-19 09:24:00 UTC,31005
2016-07-20 07:48:00 UTC,31005
2016-07-20 08:07:00 UTC,31005
2016-07-20 08:58:00 UTC,31005
2016-07-20 09:07:00 UTC,31005
2016-07-21 08:09:00 UTC,31005
2016-07-21 08:31:00 UTC,31005
2016-07-21 08:31:00 UTC,31005
2016-07-21 08:36:00 UTC,31005
2016-07-21 08:39:00 UTC,31005
2016-07-22 08:29:00 UTC,31005
2016-07-22 08:32:00 UTC,31005
2016-07-22 09:29:00 UTC,31005
2016-07-25 08:07:00 UTC,31005
2016-07-25 08:26:00 UTC,31005
2016-07-25 08:30:00 UTC,31005
2016-07-25 08:59:00 UTC,31005
2016-07-25 09:10:00 UTC,31005
2016-07-26 08:27:00 UTC,31005
2016-07-26 08:42:00 UTC,31005
2016-07-26 08:49:00 UTC,31005
2016-07-27 08:31:00 UTC,31005
2016-07-27 08:32:00 UTC,31005
2016-07-27 08:33:00 UTC,31005
2016-07-27 09:01:00 UTC,31005
2016-07-27 09:23:00 UTC,31005
2016-07-27 09:25:00 UTC,31005
2016-07-27 09:25:00 UTC,31005
2016-07-28 08:33:00 UTC,31005
2016-07-28 08:55:00 UTC,31005
2016-07-28 09:03:00 UTC,31005
2016-07-28 09:07:00 UTC,31005
2016-07-28 09:09:00 UTC,31005
2016-07-28 09:11:00 UTC,31005
2016-07-28 09:12:00 UTC,31005
2016-07-29 08:31:00 UTC,31005
2016-07-29 08:50:00 UTC,31005
2016-07-29 09:01:00 UTC,31005
2016-08-01 08:47:00 UTC,31005
2016-08-01 09:11:00 UTC,31005
2016-08-02 08:26:00 UTC,31005
2016-08-02 08:52:00 UTC,31005
2016-08-03 08:25:00 UTC,31005
2016-08-03 09:05:00 UTC,31005
